,cumulative_susceptible,cumulative_infected,cumulative_dead,cumulative_recovered
391,7838940621.0,45867388.0,2488716.0,61582275.0
392,7838553226.0,45948903.0,2500655.0,61876216.0
393,7838142498.0,46111120.0,2512548.0,62112834.0
394,7837732458.0,46274844.0,2524228.0,62347470.0
395,7837358919.0,46370441.0,2532954.0,62616686.0
396,7837040736.0,46464873.0,2539448.0,62833943.0
397,7836745099.0,46570572.0,2546816.0,63016513.0
398,7836350476.0,46674888.0,2558493.0,63295143.0
399,7835903316.0,46900090.0,2570992.0,63504602.0
400,7835450662.0,47114405.0,2581639.0,63732294.0
401,7835008979.0,47285043.0,2592416.0,63992562.0
402,7834612951.0,47421870.0,2600895.0,64243284.0
403,7834304991.0,47548412.0,2607136.0,64418461.0
404,7833999632.0,47631156.0,2614825.0,64633387.0
405,7833684523.0,47665751.0,2625235.0,64903491.0
406,7833239612.0,47869539.0,2636950.0,65132899.0
407,7832781890.0,48066602.0,2647329.0,65383179.0
408,7832333532.0,48278096.0,2657833.0,65609539.0
409,7831919504.0,48447552.0,2665902.0,65846042.0
410,7831546502.0,48576360.0,2671776.0,66084362.0
411,7831242385.0,48598676.0,2679019.0,66358920.0
412,7830826537.0,48741685.0,2689625.0,66621153.0
413,7830355653.0,48967012.0,2699826.0,66856509.0
414,7829875611.0,49164260.0,2710003.0,67129126.0
415,7829386267.0,49375181.0,2719870.0,67397682.0
416,7828931784.0,49568758.0,2728244.0,67650214.0
417,7828567901.0,49681117.0,2734080.0,67895902.0
418,7828214440.0,49737042.0,2741737.0,68185781.0
419,7827744649.0,49929707.0,2752378.0,68452266.0
420,7827194793.0,50204456.0,2762949.0,68716802.0
421,7826647885.0,50471568.0,2773669.0,68985878.0
422,7826086223.0,50743362.0,2784476.0,69264939.0
423,7825588728.0,50973972.0,2793150.0,69523150.0
424,7825152109.0,51122095.0,2801547.0,69803249.0
425,7824730944.0,51200556.0,2809622.0,70137878.0
426,7824212396.0,51394475.0,2821109.0,70451020.0
427,7823574788.0,51685778.0,2831772.0,70786662.0
428,7822923673.0,52013562.0,2843286.0,71098479.0
429,7822285107.0,52274798.0,2856030.0,71463065.0
430,7821701520.0,52542992.0,2866170.0,71768318.0
431,7821224281.0,52684239.0,2873374.0,72097106.0
432,7820763997.0,52831352.0,2882109.0,72401542.0
433,7820190129.0,53057991.0,2894095.0,72736785.0
434,7819507471.0,53345286.0,2906949.0,73119294.0
435,7818798480.0,53697171.0,2919269.0,73464080.0
436,7818159991.0,54004937.0,2929785.0,73784287.0
437,7817632727.0,54156937.0,2939048.0,74150288.0
438,7817073778.0,54360334.0,2946412.0,74498476.0
439,7816581357.0,54496668.0,2954686.0,74846289.0
440,7815974863.0,54720707.0,2967145.0,75216285.0
441,7815291324.0,54905346.0,2982740.0,75699590.0
442,7814448714.0,55338374.0,2997063.0,76094849.0
443,7813702801.0,55616252.0,3011385.0,76548562.0
444,7813037327.0,55883839.0,3024278.0,76933556.0
445,7812342409.0,56039203.0,3033360.0,77464028.0
446,7811730487.0,56246310.0,3043443.0,77858760.0
447,7810946245.0,56530222.0,3057311.0,78345222.0
448,7810127567.0,56887963.0,3071358.0,78792112.0
449,7809311582.0,57245936.0,3084968.0,79236514.0
450,7808452762.0,57587276.0,3098331.0,79740631.0
451,7807662807.0,57846232.0,3110794.0,80259167.0
452,7806979549.0,57940174.0,3119919.0,80839358.0
453,7806289334.0,58083705.0,3131228.0,81374733.0
454,7805429485.0,58324365.0,3145580.0,81979570.0
455,7804541946.0,58684943.0,3160241.0,82491870.0
456,7803639459.0,58937252.0,3174123.0,83128166.0
457,7802736058.0,59185530.0,3189414.0,83767998.0
458,7801920381.0,59411962.0,3202368.0,84344289.0
459,7801193213.0,59594625.0,3213059.0,84878103.0
460,7800510529.0,59578075.0,3224927.0,85565469.0
461,7799659410.0,59733302.0,3239915.0,86246373.0
462,7798753375.0,60026743.0,3255844.0,86843038.0
463,7797859359.0,60197697.0,3271590.0,87550354.0
464,7796975583.0,60380539.0,3285928.0,88236950.0
465,7796180778.0,60479986.0,3298836.0,88919400.0
466,7795504794.0,60452678.0,3309114.0,89612414.0
467,7794817809.0,60484299.0,3320989.0,90255903.0
468,7794015126.0,60615994.0,3335077.0,90912803.0
469,7793167850.0,60734945.0,3349920.0,91626285.0
470,7792300003.0,60912538.0,3364562.0,92301897.0
471,7791468327.0,61033614.0,3379033.0,92998026.0
472,7790681099.0,61096640.0,3392230.0,93709031.0
473,7790043755.0,61060844.0,3402577.0,94371824.0
474,7789418092.0,61046538.0,3413860.0,95000510.0
475,7788679187.0,61020263.0,3428036.0,95751514.0
476,7787919234.0,61118718.0,3441985.0,96399063.0
477,7787187218.0,61147029.0,3455573.0,97089180.0
478,7786477182.0,61178731.0,3468560.0,97754527.0
479,7785845878.0,61155335.0,3480723.0,98397064.0
480,7785299130.0,61024416.0,3490986.0,99064468.0
481,7784758595.0,60809019.0,3502456.0,99808930.0
482,7784134679.0,60675677.0,3516601.0,100552043.0
483,7783461127.0,60637771.0,3530032.0,101250070.0
484,7783180097.0,60268945.0,3543199.0,101886759.0
485,7782553305.0,60268037.0,3556111.0,102501547.0
486,7781981583.0,60211652.0,3567457.0,103118308.0
487,7781501397.0,60180080.0,3577244.0,103620279.0
488,7781050827.0,59993949.0,3586353.0,104247871.0
489,7780516119.0,59938393.0,3599554.0,104824934.0
490,7779946258.0,59939639.0,3612356.0,105380747.0
491,7779398970.0,59776712.0,3625213.0,106078105.0
492,7778894092.0,59714650.0,3637190.0,106633068.0
493,7778413783.0,59676665.0,3647884.0,107140668.0
494,7778023817.0,59568358.0,3656228.0,107630597.0
495,7777637042.0,59417161.0,3665031.0,108159766.0
496,7777176012.0,59279070.0,3680269.0,108743649.0
497,7776688419.0,59226406.0,3692152.0,109272023.0
498,7776208232.0,59267319.0,3702236.0,109701213.0
499,7775782906.0,59156465.0,3712914.0,110226715.0
500,7775385421.0,59066470.0,3722264.0,110704845.0
501,7775062520.0,58940620.0,3729489.0,111146371.0
502,7774740549.0,58832416.0,3737667.0,111568368.0
503,7774368996.0,58778616.0,3748284.0,111983104.0
504,7773950283.0,58734493.0,3758425.0,112435799.0
505,7773497043.0,58758068.0,3774401.0,112849488.0
506,7773074558.0,58793257.0,3786165.0,113225020.0
507,7772706223.0,58812923.0,3795860.0,113563994.0
508,7772403525.0,58676703.0,3805117.0,113993655.0
509,7772093922.0,58631469.0,3813180.0,114340429.0
510,7771718478.0,58535977.0,3823971.0,114800574.0
511,7771329566.0,58565635.0,3833998.0,115149801.0
512,7770933518.0,58571897.0,3843306.0,115530279.0
513,7770530029.0,58646617.0,3852512.0,115849842.0
514,7770181690.0,58655026.0,3860592.0,116181692.0
515,7769878424.0,58686470.0,3867320.0,116446786.0
516,7769581798.0,58618829.0,3874369.0,116804004.0
517,7769171239.0,58717062.0,3883291.0,117107408.0
518,7768774114.0,58705049.0,3892686.0,117507151.0
519,7768365217.0,58815611.0,3901310.0,117796862.0
520,7767947156.0,58895789.0,3910546.0,118125509.0
521,7767584013.0,58956910.0,3918009.0,118420068.0
522,7767273229.0,59002879.0,3924085.0,118678807.0
523,7766939973.0,59002083.0,3930681.0,119006263.0
524,7766558478.0,59082021.0,3938822.0,119299679.0
525,7766159250.0,59191103.0,3948027.0,119580620.0
526,7765723813.0,59190131.0,3956580.0,120008476.0
527,7765281571.0,59333039.0,3964872.0,120299518.0
